id,name,link,Average prices,Cuisine,Meals,Restaurant features,Good for,Open Hours,Address,Location,Phone Number
40,Trattoria Bello,/Restaurant_Review-g293940-d7733668-Reviews-Trattoria_Bello-Phnom_Penh.html,"US$5 -
US$10","Pizza, Italian, European, Wine Bar","Breakfast, Lunch, Dinner","Delivery, Takeout, Outdoor Seating, Waitstaff, Parking Available, Street Parking, Serves Alcohol, Wine and Beer, Cash Only, Free Wifi, Seating, Reservations","Cheap Eats, Child-friendly","Sunday
00:00 - 15:0017:30 - 22:30


Monday
00:00 - 15:0017:30 - 22:30


Tuesday
00:00 - 15:0017:30 - 22:30


Wednesday
00:00 - 15:0017:30 - 22:30


Thursday
00:00 - 15:0017:30 - 22:30


Friday
00:00 - 15:0017:30 - 22:30


Saturday
00:00 - 15:0017:30 - 22:30","17C, Street 460 | Toul Tom Poung, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 96 341 0936
41,Irrawaddi Myanmar Gallery Restaurant,/Restaurant_Review-g293940-d3952711-Reviews-Irrawaddi_Myanmar_Gallery_Restaurant-Phnom_Penh.html,"US$2 -
US$4","Burmese, Asian","Lunch, Dinner","Takeout, Reservations, Seating, Waitstaff, Wheelchair Accessible, Cash Only, Free Wifi, Serves Alcohol","Groups, Business meetings, Child-friendly, Cheap Eats","Sunday
10:00 - 22:00


Tuesday
10:00 - 22:00


Wednesday
10:00 - 22:00


Thursday
10:00 - 22:00


Friday
10:00 - 22:00


Saturday
10:00 - 22:00","334 Number 24, Street | Boeung Keng Kong 1, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 99 614 641
42,Banana Tree Restaurant,/Restaurant_Review-g293940-d7256922-Reviews-Banana_Tree_Restaurant-Phnom_Penh.html,,"European, Asian, Vegetarian Friendly, Cambodian, Thai","Breakfast, Dinner, Lunch","Full Bar, Reservations, Seating, Waitstaff, Parking Available, Street Parking, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Delivery, Takeout, Wheelchair Accessible","Business meetings, Special Occasion Dining, Groups, Local cuisine, Child-friendly","Sunday
08:00 - 22:00


Monday
08:00 - 22:00


Tuesday
08:00 - 22:00


Wednesday
08:00 - 22:00


Thursday
08:00 - 22:00


Friday
08:00 - 22:00


Saturday
08:00 - 22:00","# 4 Street 21, Sangkat Tonle Bassac, Phnom Penh 12101, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",85512940304
43,Lot 369 Cafe,/Restaurant_Review-g293940-d9585026-Reviews-Lot_369_Cafe-Phnom_Penh.html,"US$3 -
US$6","European, Vegetarian Friendly, Healthy, Australian, Cafe, Vegan Options, Gluten Free Options","Brunch, Breakfast, Lunch, Dinner","Takeout, Outdoor Seating, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Cash Only, Free Wifi, Reservations, Highchairs Available","Child-friendly, Cheap Eats","Sunday
08:00 - 21:00


Tuesday
07:30 - 21:00


Wednesday
07:30 - 21:00


Thursday
07:30 - 21:00


Friday
07:30 - 21:00


Saturday
07:30 - 21:00","454 13c, Street | Toul Tompoung 1, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+(855)12345541
44,FCC Phnom Penh Restaurant & Bar,/Restaurant_Review-g293940-d1745307-Reviews-FCC_Phnom_Penh_Restaurant_Bar-Phnom_Penh.html,,"Bar, European, Asian, Thai, Cambodian","Breakfast, Lunch, Dinner, Brunch, After-hours, Drinks","Reservations, Outdoor Seating, Seating, Waitstaff, Serves Alcohol, Full Bar, Free Wifi","Groups, Romantic, View, Bar Scene, Local cuisine, Child-friendly",,"363 Sisowath Quay, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",855 23 724 014
45,New Delhi Indian Restaurant,/Restaurant_Review-g293940-d10627386-Reviews-New_Delhi_Indian_Restaurant-Phnom_Penh.html,,Indian,,,,,"No. 237 Sisowath Quay, Phsar Kandal 1, Duan Penh | River side, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",11804239
46,David's Restaurant - Handmade Noodles,/Restaurant_Review-g293940-d3454214-Reviews-David_s_Restaurant_Handmade_Noodles-Phnom_Penh.html,,"Asian, Cambodian","Dinner, Lunch","Seating, Waitstaff, Takeout","Child-friendly, Cheap Eats",,"No. 213, Street 13, Phnom Penh, Phnom Penh, Cambodia (Formerly David's Handmade Noodles)","Asia
  >  Cambodia
  >  Phnom Penh",+855 12 351 890
47,Digby's Bar & Grill,/Restaurant_Review-g293940-d4597090-Reviews-Digby_s_Bar_Grill-Phnom_Penh.html,"US$2 -
US$30","Italian, American, European, Cambodian, Bar, Asian, Grill, Fusion","Lunch, Drinks, Breakfast, Dinner, Brunch, After-hours","Delivery, Wheelchair Accessible, Serves Alcohol, Reservations, Buffet, Seating, Waitstaff, Street Parking, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Takeout, Outdoor Seating, Full Bar","Groups, Business meetings, Child-friendly","Sunday
07:00 - 23:00


Monday
07:00 - 23:00


Tuesday
07:00 - 23:00


Wednesday
07:00 - 23:00


Thursday
07:00 - 23:00


Friday
07:00 - 23:00


Saturday
07:00 - 23:00","# 197 Street 63 (cross St 306) BKK1 Khan Chamkarmorn | Phnom Penh, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",(855) 23 22 66 77
48,L'Orchidee Restaurant,/Restaurant_Review-g293940-d3203525-Reviews-L_Orchidee_Restaurant-Phnom_Penh.html,"US$2 -
US$11","European, Asian, Cambodian","Drinks, Lunch, Dinner, After-hours","Takeout, Outdoor Seating, Seating, Street Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Cash Only, Free Wifi, Reservations, Waitstaff, Delivery","Romantic, Cheap Eats, Groups, Local cuisine, Business meetings, Child-friendly","Sunday
10:00 - 14:0017:00 - 22:00


Monday
10:00 - 14:0017:00 - 22:00


Wednesday
10:00 - 14:0017:00 - 22:00


Thursday
10:00 - 14:0017:00 - 22:00


Friday
10:00 - 14:0017:00 - 22:00


Saturday
10:00 - 14:0017:00 - 22:00","Nr 82 Street 464 | Sangkat Toul Tumpung, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",70998123
49,Hummus House,/Restaurant_Review-g293940-d7316886-Reviews-Hummus_House-Phnom_Penh.html,"US$3 -
US$32","Lebanese, Mediterranean, Vegetarian Friendly, Middle Eastern, Vegan Options, Halal, Turkish","Lunch, Dinner","Takeout, Reservations, Seating, Waitstaff, Street Parking, Cash Only, Free Wifi, Delivery, Outdoor Seating, Wheelchair Accessible, Serves Alcohol, Television","Child-friendly, Cheap Eats","Sunday
10:30 - 23:00


Monday
10:30 - 23:00


Tuesday
10:30 - 23:00


Wednesday
10:30 - 23:00


Thursday
10:30 - 23:00


Friday
10:30 - 23:00


Saturday
10:30 - 23:00","Street 1 | #95, Phnom Penh, near Phnom Penh Port, Sisowath Quay, Phnom Penh 12202, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 92 483 759
50,Oskar Bistro,/Restaurant_Review-g293940-d8004857-Reviews-Oskar_Bistro-Phnom_Penh.html,,"Italian, Mediterranean, French, American, European","Dinner, After-hours","Takeout, Reservations, Outdoor Seating, Seating, Waitstaff, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Wheelchair Accessible","Groups, Bar Scene","Sunday
17:00 - 02:00


Monday
17:00 - 02:00


Tuesday
17:00 - 02:00


Wednesday
17:00 - 02:00


Thursday
17:00 - 02:00


Friday
17:00 - 02:00


Saturday
17:00 - 02:00","159 Street Sisowath Quay, Sangkat Phsar Kandal 1, Khan Daunpenh, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 23 215 179
51,La Residence,/Restaurant_Review-g293940-d1724673-Reviews-La_Residence-Phnom_Penh.html,,"French, European","Lunch, Dinner, After-hours","Reservations, Private Dining, Seating, Waitstaff, Serves Alcohol, Full Bar","Romantic, Business meetings, Special Occasion Dining","Sunday
18:30 - 22:00


Monday
11:30 - 22:00


Tuesday
11:30 - 22:00


Wednesday
11:30 - 22:00


Thursday
11:30 - 22:00


Friday
11:30 - 22:00


Saturday
18:30 - 22:00","No. 22 - 24 St. 214, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",85523224582
52,Kravanh Authentic Khmer Cuisine,/Restaurant_Review-g293940-d6875016-Reviews-Kravanh_Authentic_Khmer_Cuisine-Phnom_Penh.html,,"Asian, Cambodian","Lunch, Dinner","Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol","Business meetings, Child-friendly","Sunday
11:00 - 22:00


Monday
11:00 - 22:00


Tuesday
11:00 - 22:00


Wednesday
11:00 - 22:00


Thursday
11:00 - 22:00


Friday
11:00 - 22:00


Saturday
11:00 - 22:00","#112, Sothearos Blvd, Sangkat Chaktomuk, Khan Daun Penh, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855-12-539-977
53,Khmer Surin,/Restaurant_Review-g293940-d1549186-Reviews-Khmer_Surin-Phnom_Penh.html,,"Asian, Thai, Cambodian","Lunch, Dinner, Breakfast, After-hours","Reservations, Outdoor Seating, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Delivery","Romantic, Groups, Local cuisine, Business meetings, Child-friendly, Special Occasion Dining",,"No. 9 Street 57, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",023/363-050
54,The Deli Bistro Gourmet,/Restaurant_Review-g293940-d2093059-Reviews-The_Deli_Bistro_Gourmet-Phnom_Penh.html,"US$7 -
US$30","French, European","Lunch, Dinner, After-hours","Reservations, Seating, Waitstaff, Serves Alcohol, Delivery, Takeout, Wheelchair Accessible","Romantic, Business meetings, Child-friendly, Special Occasion Dining","Monday
11:00 - 14:3018:30 - 22:00


Tuesday
11:00 - 14:3018:30 - 22:00


Wednesday
11:00 - 14:3018:30 - 22:00


Thursday
11:00 - 14:3018:30 - 22:00


Friday
11:00 - 14:3018:30 - 22:00


Saturday
11:00 - 14:3018:30 - 22:00","178 House 13 Street, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",85512851234
55,Warung Bali,/Restaurant_Review-g293940-d1866136-Reviews-Warung_Bali-Phnom_Penh.html,,"Asian, Vegetarian Friendly, Indonesian, Halal","Lunch, Dinner","Takeout, Outdoor Seating, Seating, Waitstaff, Serves Alcohol","Child-friendly, Cheap Eats",,"near Royal Palace, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
56,Pop Cafe da Giorgio,/Restaurant_Review-g293940-d792741-Reviews-Pop_Cafe_da_Giorgio-Phnom_Penh.html,"US$5 -
US$15","Italian, Pizza","Lunch, Dinner, After-hours","Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Delivery, Takeout, Full Bar, Free Wifi","Business meetings, Child-friendly, Romantic","Sunday
11:30 - 14:0018:00 - 21:30


Monday
11:30 - 14:0018:00 - 21:30


Tuesday
11:30 - 14:0018:00 - 21:30


Wednesday
11:30 - 14:0018:00 - 21:30


Thursday
11:30 - 14:0018:00 - 21:30


Friday
11:30 - 14:0018:00 - 21:30


Saturday
11:30 - 14:0018:00 - 21:30","371 Sisowath Quay | Between st 178 and Royal Palace, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",12562892
57,est. bar,/Restaurant_Review-g293940-d7394134-Reviews-Est_bar-Phnom_Penh.html,"US$4 -
US$13","Bar, European, Wine Bar, Spanish",Dinner,"Reservations, Outdoor Seating, Seating, Waitstaff, Street Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi",Bar Scene,"Sunday
17:00 - 00:00


Monday
17:00 - 01:00


Tuesday
17:00 - 01:00


Wednesday
17:00 - 01:00


Thursday
17:00 - 01:00


Friday
17:00 - 01:00


Saturday
17:00 - 01:00","214 No. 19z, Street, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",85523988227
58,Eleven One Kitchen,/Restaurant_Review-g293940-d7153415-Reviews-Eleven_One_Kitchen-Phnom_Penh.html,,"Asian, Vegetarian Friendly, Cambodian, Southwestern, European","Lunch, Dinner, Breakfast","Takeout, Reservations, Outdoor Seating, Seating, Waitstaff, Serves Alcohol, Delivery, Wheelchair Accessible","Local cuisine, Child-friendly, Romantic, Cheap Eats, Groups",,"460 #37, Street 123 (Corner Street, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",86619111
59,The Laughing Fatman,/Restaurant_Review-g293940-d2619109-Reviews-The_Laughing_Fatman-Phnom_Penh.html,,"European, Asian, Cambodian, Bar, Pizza, Pub","Dinner, Breakfast, Lunch, After-hours","Delivery, Takeout, Seating, Waitstaff, Serves Alcohol, Full Bar, Free Wifi, Reservations, Outdoor Seating","Child-friendly, Cheap Eats","Sunday
07:00 - 12:00


Monday
07:00 - 12:00


Tuesday
07:00 - 12:00


Wednesday
07:00 - 12:00


Thursday
07:00 - 12:00


Friday
07:00 - 12:00


Saturday
07:00 - 12:00","St 172, #43 - Behind Wat Ounalom | #43, Phnom Penh 12203, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",12765591
60,The Sugar Palm,/Restaurant_Review-g293940-d1976229-Reviews-The_Sugar_Palm-Phnom_Penh.html,"US$4 -
US$15","Asian, Cambodian","Lunch, Dinner, After-hours","Reservations, Seating, Waitstaff, Serves Alcohol, Full Bar, Free Wifi","Local cuisine, Child-friendly, Groups","Sunday
11:00 - 22:00


Monday
11:00 - 22:00


Tuesday
11:00 - 22:00


Wednesday
11:00 - 22:00


Thursday
11:00 - 22:00


Friday
11:00 - 22:00


Saturday
11:00 - 22:00","178 13 Street, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 85 646 373
61,The Italian House,/Restaurant_Review-g293940-d6556351-Reviews-The_Italian_House-Phnom_Penh.html,"US$7 -
US$9","Italian, Pizza",Dinner,"Wheelchair Accessible, Delivery, Takeout, Reservations, Outdoor Seating, Seating, Waitstaff, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only",Child-friendly,"Sunday
17:00 - 22:30


Monday
17:00 - 22:30


Tuesday
17:00 - 22:30


Wednesday
17:00 - 22:30


Thursday
17:00 - 22:30


Friday
17:00 - 22:30


Saturday
17:00 - 22:30","9 Street 312 N.2 ( At the End of Street, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 92 230 207
62,The Lemon Tree,/Restaurant_Review-g293940-d7692060-Reviews-The_Lemon_Tree-Phnom_Penh.html,"US$5 -
US$10","European, Vegetarian Friendly, French, Spanish","Lunch, Dinner, Brunch","Reservations, Outdoor Seating, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Takeout",Child-friendly,"Monday
10:00 - 22:00


Tuesday
10:00 - 22:00


Wednesday
10:00 - 22:00


Thursday
10:00 - 22:00


Friday
10:00 - 22:00


Saturday
10:00 - 22:00","#8B Street 308, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 15 315 300
63,Kabbas Restaurant,/Restaurant_Review-g293940-d2372913-Reviews-Kabbas_Restaurant-Phnom_Penh.html,,"Asian, Thai, Cambodian","Breakfast, Lunch, Dinner","Reservations, Seating, Waitstaff, Serves Alcohol, Free Wifi, Wheelchair Accessible","Local cuisine, Child-friendly, Cheap Eats","Sunday
08:00 - 22:00


Monday
08:00 - 22:00


Tuesday
08:00 - 22:00


Wednesday
08:00 - 22:00


Thursday
08:00 - 22:00


Friday
08:00 - 22:00


Saturday
08:00 - 22:00","# 166 Preah Ang Eng street | Preah Ang Eng, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",12752265
64,Do Forni,/Restaurant_Review-g293940-d2407979-Reviews-Do_Forni-Phnom_Penh.html,"US$5 -
US$30","Italian, European","Dinner, After-hours","Reservations, Seating, Waitstaff, Serves Alcohol, Outdoor Seating, Validated Parking, Free Wifi","Romantic, Business meetings, Special Occasion Dining","Sunday
18:00 - 22:00


Monday
18:00 - 22:00


Tuesday
18:00 - 22:00


Wednesday
18:00 - 22:00


Thursday
18:00 - 22:00


Friday
18:00 - 22:00


Saturday
18:00 - 22:00","26 Sothearos Blvd | Sofitel Phnom Penh Phokeethra, Phnom Penh 12101, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 23 999 200
65,The Tiger's Eye,/Restaurant_Review-g293940-d9709080-Reviews-The_Tiger_s_Eye-Phnom_Penh.html,,"Asian, Fusion","Lunch, Dinner","Reservations, Seating, Waitstaff, Serves Alcohol","Special Occasion Dining, Business meetings",,"49 Sothearos Boulevard, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",17 876 382
66,Luna Restaurant & Bar,/Restaurant_Review-g293940-d1593135-Reviews-Luna_Restaurant_Bar-Phnom_Penh.html,"US$3 -
US$18","Italian, Pizza, Mediterranean, Spanish","Lunch, Dinner, After-hours","Delivery, Reservations, Outdoor Seating, Seating, Waitstaff, Serves Alcohol, Free Wifi, Takeout, Wheelchair Accessible, Full Bar","Romantic, Special Occasion Dining, Business meetings, Child-friendly, Groups","Sunday
11:00 - 23:00


Monday
11:00 - 23:00


Tuesday
11:00 - 23:00


Wednesday
11:00 - 23:00


Thursday
11:00 - 23:00


Friday
11:00 - 23:00


Saturday
11:00 - 23:00","6C Street 29, Phnom Penh 11111, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",023 220 895
67,Java Cafe & Gallery,/Restaurant_Review-g293940-d1219878-Reviews-Java_Cafe_Gallery-Phnom_Penh.html,,"Cafe, European","Breakfast, Lunch, Dinner, Brunch","Seating, Waitstaff, Serves Alcohol, Free Wifi, Delivery, Takeout, Reservations","Child-friendly, Business meetings","Sunday
07:00 - 22:00


Monday
07:00 - 22:00


Tuesday
07:00 - 22:00


Wednesday
07:00 - 22:00


Thursday
07:00 - 22:00


Friday
07:00 - 22:00


Saturday
07:00 - 22:00","56 Sihanouk Blvd, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",987420
68,Phnom Penh Indian,/Restaurant_Review-g293940-d1884225-Reviews-Phnom_Penh_Indian-Phnom_Penh.html,,"Indian, Asian","Lunch, Dinner, Brunch, After-hours","Delivery, Takeout, Seating, Waitstaff, Serves Alcohol, Reservations, Outdoor Seating, Full Bar","Cheap Eats, Child-friendly, Groups",,"335 Sisowath, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",23992110
69,The Plantation,/Restaurant_Review-g293940-d3397123-Reviews-The_Plantation-Phnom_Penh.html,,"Asian, International, European, Cambodian","Dinner, Breakfast, Lunch, After-hours","Reservations, Outdoor Seating, Seating, Waitstaff, Serves Alcohol, Full Bar, Parking Available","Business meetings, Special Occasion Dining, Groups, Romantic, View, Local cuisine, Child-friendly",,"28 Street 184 | Pool Side, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",85523215151
70,Alma Cafe,/Restaurant_Review-g293940-d4355365-Reviews-Alma_Cafe-Phnom_Penh.html,"US$4 -
US$6","Mexican, Cafe","Breakfast, Lunch, Dinner, Brunch","Outdoor Seating, Seating, Waitstaff, Street Parking, Wine and Beer, Cash Only, Free Wifi, Takeout, Reservations, Serves Alcohol","Child-friendly, Cheap Eats","Sunday
08:00 - 14:00


Monday
08:00 - 14:00


Wednesday
08:00 - 14:0017:30 - 20:30


Thursday
08:00 - 14:0017:30 - 20:30


Friday
08:00 - 14:0017:30 - 20:30


Saturday
08:00 - 14:00","No 43A St 123/454 | Near Russian Market, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 92 424 903
71,Cousin's Burger & Coffee,/Restaurant_Review-g293940-d10110084-Reviews-Cousin_s_Burger_Coffee-Phnom_Penh.html,US$8,"Street Food, French, Cafe, Fast food, Vegetarian Friendly","Brunch, After-hours, Drinks, Breakfast, Lunch, Dinner","Delivery, Takeout, Outdoor Seating, Parking Available, Street Parking, Validated Parking, Serves Alcohol, Wine and Beer, Free Wifi, Reservations, Seating, Waitstaff, Wheelchair Accessible","Cheap Eats, Child-friendly","Sunday
11:00 - 22:00


Monday
09:00 - 22:00


Tuesday
09:00 - 22:00


Wednesday
09:00 - 22:00


Thursday
09:00 - 22:00


Friday
09:00 - 22:00


Saturday
09:00 - 22:00","16EO Street 200 | Between Norodom Blvd and Pasteur Street, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855.12.528.126
72,Farm to Table,/Restaurant_Review-g293940-d7805891-Reviews-Farm_to_Table-Phnom_Penh.html,,"European, Vegetarian Friendly, Healthy, Gastropub, Vegan Options, Caucasian, Gluten Free Options","Lunch, Dinner, Drinks, Breakfast, Brunch","Takeout, Wheelchair Accessible, Outdoor Seating, Seating, Waitstaff, Parking Available, Street Parking, Serves Alcohol, Full Bar, Cash Only, Free Wifi, Reservations, Highchairs Available","Child-friendly, Groups","Sunday
08:00 - 22:00


Monday
08:00 - 22:00


Tuesday
08:00 - 22:00


Wednesday
08:00 - 22:00


Thursday
08:00 - 22:00


Friday
08:00 - 22:00


Saturday
08:00 - 22:00","St. 360 | #16, Phnom Penh BKK1, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",85578899722
73,Khmer Saravan,/Restaurant_Review-g293940-d1788021-Reviews-Khmer_Saravan-Phnom_Penh.html,,"Asian, Cambodian, Thai","Breakfast, Lunch, Dinner, Brunch, After-hours","Reservations, Seating, Waitstaff, Serves Alcohol, Free Wifi, Takeout","Cheap Eats, Child-friendly, Groups","Sunday
08:00 - 22:30


Monday
08:00 - 22:30


Wednesday
08:00 - 22:30


Thursday
08:00 - 22:30


Friday
08:00 - 22:30


Saturday
08:00 - 22:30","325 Sisowath Quay, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",12 84 56 79
74,Coriander,/Restaurant_Review-g293940-d2705240-Reviews-Coriander-Phnom_Penh.html,,"Indian, Asian, Vegetarian Friendly, Vegan Options","Lunch, Dinner, After-hours","Delivery, Takeout, Reservations, Seating, Waitstaff, Serves Alcohol","Cheap Eats, Child-friendly","Monday
10:00 - 22:00


Tuesday
10:00 - 22:00


Wednesday
10:00 - 22:00


Thursday
10:00 - 22:00


Friday
10:00 - 22:00


Saturday
10:00 - 22:00","71 21 Eo, Street, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 88 996 9651
